Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797928,3540,"LA-050GYR039-E122-2018 ""MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA)""",LA-050GYR039-E122-2018,2019-03-08,2019-01-15 12:47,2019-03-01 08:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2039513,CCON19VN25080015,MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA),2019-03-22,2019-12-31,532344,MXN,Expirado,0,0,TME070117TG1,TECNO MEDICAL EQUIPMENTS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1562775
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797928,3540,"LA-050GYR039-E122-2018 ""MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA)""",LA-050GYR039-E122-2018,2019-03-08,2019-01-15 12:47,2019-03-01 08:00,Nacional,Servicios,Licitación Pública,Electrónica,2039534,CCON19VN25080014,MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA,2019-03-22,2019-12-31,307264.16,MXN,Expirado,0,0,OAM941215RR0,OLYMPUS AMERICA DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1562775
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797928,3540,"LA-050GYR039-E122-2018 ""MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA)""",LA-050GYR039-E122-2018,2019-03-08,2019-01-15 12:47,2019-03-01 08:00,Nacional,Servicios,Licitación Pública,Electrónica,2039553,CCON19VN25080016,MTTO A EQUIPO MEDICO (ELECTRONICA MEDICA),2019-03-22,2019-12-31,334784.69,MXN,Expirado,0,0,KME590502HY7,KENDALL DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1562775
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797917,3540,"LA-050GYR039-E119-2018 ""SERVICIO DE MTTO A EQ MÉDICO (CRANEÓTOMO Y EQ NEUMATICO)",LA-050GYR039-E119-2018,2019-04-02,2019-03-11 19:35,2019-03-26 08:00,Nacional,Servicios,Licitación Pública,Electrónica,2079477,CCON19VN25080029,SERVICIO DE MTTO A EQ MÉDICO (CRANEÓTOMO Y EQ NEUMATICO) ,2019-06-03,2019-12-31,215517.24,MXN,Expirado,0,0,,KAREN NATHALY BRETON GIRON,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1635744
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Abastecimiento #050GYR039,1797917,3540,"LA-050GYR039-E119-2018 ""SERVICIO DE MTTO A EQ MÉDICO (CRANEÓTOMO Y EQ NEUMATICO)",LA-050GYR039-E119-2018,2019-04-02,2019-03-11 19:35,2019-03-26 08:00,Nacional,Servicios,Licitación Pública,Electrónica,2079474,CCON19VN25080028,SERVICIO DE MTTO A EQ MÉDICO (CRANEÓTOMO Y EQ NEUMATICO) ,2019-06-03,2019-12-31,215000,MXN,Expirado,0,0,BBM110914271,B BRAUN MEDICAL DE MEXICO S A P I DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1635744
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coord. de Abastecimiento y Equipamiento Deleg. Ver. Sur #050GYR022,1823808,3540,LA-050GYR022-E191-2018 Mantenimiento a Equipos Rayos X ejercicio 2019,LA-050GYR022-E191-2018,2018-12-21,2018-11-27 22:58,2018-12-14 10:00,Nacional,Servicios,Licitación Pública,Electrónica,2159409,Mantenimiento Equipos Rayos X portátiles ejercicio 2019,"Servicio de mantenimiento preventivo y/o correctivo a equipos de rayos X portátiles del Régimen Ordinario de la Delegación Regional Veracruz Sur del IMSS, para el ejercicio 2019.

DISTRIBUCIÓN PRESUPUESTAL (Monto máximo asignado sin incluir IVA)

Orizaba.-JCU 1 $34,000

Córdoba.-JCU 3 $17,000

Minatitlán-Coatzacoalcos.-

JCU 9 $17,000

JCU 10 $17,000

JCU $17,000

PRECIOS UNITARIOS ASIGNADOS:

HGRO RX-32-002-001 marca BMI 1, mod. Jolly Plus 30 $8,500

HGRO RX-32-002-001 marca Phillips mod. Practix300 $8,500

HGZ no. 8 RX-002-001 marca Phillips mod. Practix300 $8,500

UMF no. 57 RX32-002-001 marca Phillips mod. Practix Convenio $8,500

HGZ no. 36 RX-002-001 marca Phillips mod. Practix300 $8,500

HGZ no. 32 RX32-002-001 marca Shimadzu Cartlex M $8,500",2019-01-09,2019-12-31,102000,MXN,Expirado,0,0,BHO121219Q99,BIOTECNOLOGIA HOSPITALARIA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589946
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Coordinación de Abastecimiento y Equipamiento, Delegación Norte #050GYR016",1827433,3540,SERVICIO DE MANTENIMIENTO A EQUIPOS DE LABORATORIO,LA-050GYR016-E411-2018,2018-12-21,2018-12-04 17:11,2018-12-18 09:00,Nacional,Servicios,Licitación Pública,Electrónica,2019986,LA-050GYR016-E411-2018,,2019-01-01,2019-12-31,2995812,MXN,Expirado,0,0,BFL0010168N6,BIOMEDICA FLORES SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1593486
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015088,CCO-N-19-EP-2508-0002,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,271452,MXN,Expirado,0,0,ARA800729N99,ASESORES EN RADIACIONES SA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015093,CCO-N-19-EP-2508-0003,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,76000,MXN,Expirado,0,0,COM9301057B4,COMTRON SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015066,CCO-N-19-EP-2508-0001,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,328570,MXN,Expirado,0,0,ARK960326NR4,ARKANUM SA DE CV ,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015148,CCO-N-19-EP-2508-0006,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,990000,MXN,Expirado,0,0,,ISRAEL GAMBOA MONTES,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015156,CCO-N-19-EP-2508-0008,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,78752,MXN,Expirado,0,0,,MIGUEL ACAMETITLA DELGADO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015162,CCO-N-19-EP-2508-0009,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,54500,MXN,Expirado,0,0,,PABLO CESAR MURILLO TINAJERO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015119,CCO-N-19-EP-2508-0004,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,663500,MXN,Expirado,0,0,CIB090813HQ2,CORPORATIVO INGENIEROS BIOMEDICOS CIBSA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015139,CCO-N-19-EP-2508-0005,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,147000,MXN,Expirado,0,0,IIB0609042E9,IG INNOVACIONES BIOMEDICAS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015151,CCO-N-19-EP-2508-0007,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,90081,MXN,Expirado,0,0,MAP960520IM4,METROLOGIA APLICADA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1826633,3540,LA-050GYR046-E392-2018 Servicios de Mantenimiento a Equipo Medico 2019,LA-050GYR046-E392-2018,2019-01-08,2018-12-04 15:18,2018-12-20 11:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,2015166,CCO-N-19-EP-2508-0010,LA-050GYR046-E392-2018 Mantenimiento a Equipo Médico ,2019-01-30,2019-12-31,170124,MXN,Expirado,0,0,TIC9302014Q7,TEGNOLOGIA INDUSTRIAL CIENTIFICA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594311
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Delegación Estatal en Hidalgo, Coordinación de Abastecimiento y Equipamiento #050GYR017",1827064,3540,"LA-050GYR017-E239-2018	SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A VENTI",LA-050GYR017-E239-2018,2018-12-28,2018-11-29 19:38,2018-12-17 12:00,Nacional,Servicios,Licitación Pública,Electrónica,2003664,CCO-N-19-13-2508-0004,"LA-050GYR017-E239-2018	SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A VENTILADORES VOLUMETRICOS, PARA EL EJERCICIO 2019.

",2019-01-01,2019-12-31,389160,MXN,Expirado,0,0,,JUAN PASTRANA BALEON,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1592486
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1827339,5320,"LA-050GYR014-E487-2018, ADQ. DE INSTRUMENTAL DE CIR. DE ESPECIALIDADES",LA-050GYR014-E487-2018,2019-04-22,2018-11-26 10:28,2019-04-22 08:30,Nacional,Adquisiciones,Licitación Pública,Electrónica,2053721,D199029,"LA-050GYR014-E487-2018, ADQ. DE INSTRUMENTAL DE CIR. DE ESPECIALIDADES",2019-04-29,2019-12-31,582253,MXN,Expirado,0,0,QOR851021AZ0,QUIRURGICA ORTOPEDICA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589250
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1827310,5310,LA-050GYR014-E486-2018 ADQ. REANIMADORES DE ASIST.VENT.Y PZA DE MANO ,LA-050GYR014-E486-2018,2019-04-16,2018-11-26 10:19,2019-04-11 07:30,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,2053680,D199027,LA-050GYR014-E486-2018 ADQ. REANIMADORES DE ASIST.VENT.Y PZA DE MANO ,2019-04-22,2019-12-31,135454.28,MXN,Expirado,0,0,QMG061108N30,QUANTUM MEDICAL GROUP SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589236
