Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
ININ,Instituto Nacional de Investigaciones Nucleares,ININ-Mantenimiento y Obras #018T0Q003,2205565,3540,Mantenimiento a 2 cromatógrafos Marca GOW-MAC,AA-018T0Q003-E16-2020,,2020-12-21 21:03,2020-10-12 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2455548,Mantenimiento a 2 cromatógrafos Marca GOW-MAC,Mantenimiento a 2 cromatógrafos Marca GOW-MAC,2021-01-01,2021-02-28,39400,MXN,Expirado,1,0,SAM860521M32,SERVICIO ANALITICO Y MANTENIMIENTO SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1929172
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2218682,2950,SOLICITUD DE COTIZACION PARA REFACCIONES DE EQUIPO MEDICO Y DE LABORATORIO.   ,AA-012NAW001-E94-2021,,2021-01-29 22:08,2021-02-17 14:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2455018,P21-000132 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,P21-000132 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,2021-02-26,2021-03-05,314034.4,MXN,Expirado,0,0,CUC190729U13,COMERCIALIZADORA UCIN S A P I DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1940346
IMP,Instituto Mexicano del Petróleo,IMP-Gerencia de Proveeduria y Servicios #018T0O004,2236884,3540,Mtto. microscopios,AA-018T0O004-E34-2021,,2021-03-11 20:21,2021-02-22 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2461377,Mtto. microscopios,"Mtto. microscopios
",2021-02-22,2021-04-20,262907.35,MXN,Expirado,0,0,CZM770124B99,CARL ZEISS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1958548
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR031,2237680,5310,AA-050GYR031-E118-2021 ADQUSICIÓN DE FUENTES DE IRIDIO (MIMR),AA-050GYR031-E118-2021,,2021-03-09 19:42,2021-03-08 19:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2482037,ADQUSICIÓN DE FUENTES DE IRIDIO,ADQUISICIÓN DE FUENTES DE IRIDIO PARA EL EQUIPO DE BRAQUITERAPIA,2021-03-10,2022-01-01,1784550,MXN,Expirado,0,0,,ELECTRONICA Y MEDICINA SA,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1957042
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Cardiología del Centro Médico Nacional Siglo XXI #050GYR057,2241988,3540,IA-050GYR057-E114-2021 SERV. DE MANT. PREV. Y CORRECTIVO A GRABADORAS HOLTER,IA-050GYR057-E114-2021,2021-03-30,2021-03-24 09:12,2021-03-29 10:00,Nacional,Servicios,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2479682,IA-050GYR057-E114-2021 SERV. DE MANT. PREV. Y CORRECTIVO A GRABADORAS HOLTER,UMAE HOSPITAL DE CARDIOLOGIA CMN SIGLO XXI IA-050GYR057-E116-2020 MANT. A HOLTERS,2021-04-07,2021-12-31,787802.4,MXN,Expirado,0,0,JBI160121JL2,JG BIOMEDICAL SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1962838
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Cardiología del Centro Médico Nacional Siglo XXI #050GYR057,2241989,3540,IA-050GYR057-E115-2021 SERV. DE MANT. PREV. Y CORREC. A INSTRUMENTAL QUIRÚRGICO,IA-050GYR057-E115-2021,2021-03-30,2021-03-24 14:19,2021-03-29 11:00,Nacional,Servicios,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2479684,IA-050GYR057-E115-2021 SERV. DE MANT. PREV. Y CORREC. A INSTRUMENTAL QUIRÚRGICO,UMAE HOSPITAL DE CARDIOLOGIA CMN SIGLO XXI IA-050GYR057-E115-2021 SERV. DE MANT. PREV. Y CORREC. A INSTRUMENTAL QUIRÚRGICO,2021-04-07,2021-12-31,481128,MXN,Expirado,0,0,,ANTONIO ESPINOZA ESPINOZA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1963075
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482446,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",MANTENIMIENTO CORRECTIVO Y PREVENTIVO A MONITORES SHILLER Y VENTILADORES HAMILTON,2021-04-01,2021-12-31,293256,MXN,Expirado,0,0,GEO990820190,GRUPO EOLICA SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2235388,2950,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,AA-012NBQ001-E62-2021,,2021-03-04 17:32,2021-03-10 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2481578,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,ADQUISICION DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO PARA EL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,2021-03-18,2021-05-11,156950,MXN,Expirado,0,0,,VICTOR MANUEL MELO SERRANO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955616
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2235388,2950,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,AA-012NBQ001-E62-2021,,2021-03-04 17:32,2021-03-10 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2481579,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,ADQUISICION DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO PARA EL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,2021-03-18,2021-05-11,63459.35,MXN,Expirado,0,0,DEW780426CF3,DEWIMED SA,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955616
IMP,Instituto Mexicano del Petróleo,IMP-Gerencia de Proveeduria y Servicios #018T0O004,2251331,3540,mantto de escáner de núcleos ,AA-018T0O004-E64-2021,,2021-04-07 19:56,2021-03-17 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2478982,mantto de escáner de núcleos,"mantto de escáner de núcleos
",2021-03-17,2021-04-17,246960,MXN,Expirado,0,0,IIN970217KAA,INNOVA INVESTIGACION,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1969608
HRAEB,Hospital Regional de Alta Especialidad del Bajío,HRAEB-Dirección de Administración y Finanzas #012NBQ001,2235388,2950,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,AA-012NBQ001-E62-2021,,2021-03-04 17:32,2021-03-10 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2481580,ADQUISICIÓN DE REFACCIONES PARA EL HRAEB,ADQUISICION DE REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LABORATORIO PARA EL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,2021-03-18,2021-05-11,50000,MXN,Expirado,0,0,IPM180315T93,INSTRUMED PRODUCTOS MEDICO QUIRURGICOS DE IRAPUATO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955616
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR012,2247824,5310,PARA LA ADQUISICIÓN DE EQUIPO MEDICO ,AA-050GYR012-E118-2021,,2021-03-30 16:14,2021-04-07 15:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2479851,AA-050GYR012-E118-2021,PARA LA ADQUISICIÓN DE EQUIPO MEDICO,2021-04-12,2021-05-31,175000,MXN,Expirado,0,0,AGR200224TR6,ANPE GRUMED S DE RL DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1966105
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482668,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",MANTENIMIENTO A MAQUINAS DE ANESTESIA DE LA UNIDAD ,2021-04-01,2021-12-31,525385.92,MXN,Expirado,0,0,VBI991027FWA,VISION BIOMEDICA,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482648,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",MANTENIMIENTO PREVENTIVO Y CORRECTIVO A VENTILADORES Y MONITORES MEDICA D,2021-04-01,2021-12-31,1954244.88,MXN,Expirado,0,0,SSB100323G33,SERVICIO Y SOPORTE BIOMEDICO SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482749,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",MANTENIMIENTO A UNIDAD RADIOLOGICA DE 500 M.A. DE LA UNIDAD ,2021-04-01,2021-12-31,410000,MXN,Expirado,0,0,ECI040422DW4,EQUIPAMIENTO Y CONSULTORIA INTEGRAL SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482761,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021",MANTENIMIENTO PREVENTIVO Y CORRECTIVO A ESTERILIZADOR DE GAS CISA,2021-04-01,2021-12-31,393556.8,MXN,Expirado,0,0,GLO1904113D6,GLOBALSTERIL SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
HJM,Hospital Juárez de México,HJM-Dirección de Administración #012NAW001,2235893,2950,SOLICITUD DE COTIZACIÓN PARA LA ADQUISICIÓN DE CINTA IMPRESORA,AA-012NAW001-E211-2021,,2021-03-04 15:18,2021-03-08 13:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2482106,P21-000194 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,P21-000194 REFACCIONES Y ACCESORIOS MENORES DE EQUIPO E INSTRUMENTAL MEDICO,2021-04-06,2021-04-13,47040,MXN,Expirado,0,0,EEE830909BM4,ESPECIALISTAS EN ESTERILIZACION Y ENVASE SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955504
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482724,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",MANTENIMIENTO A BASCULAS DE LA UNIDAD,2021-04-01,2021-12-31,82925,MXN,Expirado,0,0,,JOSE LUIS OLGUIN OLVERA ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482699,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021","MANTENIMIENTO A IMPULSOR CRANEOFACIAL, SET DE MAXILO NEUMATICO Y CRANEOTOMO DE MAXILO",2021-04-01,2021-12-31,854507.8,MXN,Expirado,0,0,IME941111HZ5,INSTRUMENTACION MEDICA SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,2228668,3540,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021.",LA-050GYR067-E39-2021,2021-03-31,2021-03-04 15:30,2021-03-16 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2482734,"SERVICIO DE MANTENIMIENTO A EQUIPO MÉDICO, EJERCICIO 2021",MANTENIMIENTO A INSTRUMENTAL DE LA UNIDAD,2021-04-01,2021-12-31,739500,MXN,Expirado,0,0,,EDGAR USIEL ZAMBRANO OSORIO,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1955508
LICONSA,"Liconsa, S.A. de C.V.",LICONSA-Gerencia Estatal-Liconsa Jalisco #008VST981,2252803,3540,SERVICIO A EQUIPO DE LA COORDINACIÓN DE CONTROL DE CALIDAD,AA-008VST981-E22-2021,,2021-04-09 13:33,2021-03-19 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2480993,SERVICIO A EQUIPO DE LA COORDINACIÓN DE CONTROL DE CALIDAD,"LA COORDINACIÓN DE CONTROL DE CALIDAD SOLICITA EL SERVICIO BASICO DE MANTENIMIENTO PREVENTIVO A SCRUBER, A EQUIPO KJELTEC2300, A EQPO MILKOSCAN FT-120, A EQPO. CRIOSCOPO CRYOSTAR AUTOMATICO Y A DIGESTOR INCLUYE LOS KIT´S DE LIMPIEZA, REFACCIONES, LIMPIEZA Y PRUEBAS DE FUNCIONAMIENTO GENERAL.",2021-03-19,2021-12-31,172810,MXN,Expirado,0,0,,LEOPOLDO SILVESTRE MARTINEZ SANCHEZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1970489
HGM,"Hospital General de México ""Dr. Eduardo Liceaga""",HGM-Dirección de Administración y Finanzas #012NBD001,2250430,3540,"Instalación, reparación y mantenimiento de equipo e instrumental medico y de lab",AA-012NBD001-E77-2021,,2021-04-06 10:31,2021-02-24 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2477697,"Instalación, reparación y mantenimiento de equipo e instrumental medico y de laboratorio",Adjudicación Directa DGAAF-DRMC-35401-018-2021 CARL ZEISS DE MÉXICO,2021-02-24,2021-12-31,527299.21,MXN,Expirado,0,0,CZM770124B99,CARL ZEISS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1968465
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR009,2238974,5310,AA-050GYR009-E47-2021 ADQUISICIÓN DE EQUIPO MEDICO(CUNAS),AA-050GYR009-E47-2021,,2021-03-11 17:17,2021-03-17 08:30,Internacional bajo TLC,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2477709,BIA210801090208    ,BIA210801090208   ,2021-03-18,2022-01-01,413275.84,MXN,Expirado,0,0,IDI980512BV4,COMPANIA INTERNACIONAL DE DISTRIBUCIONES SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1958446
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Departamento de Adquisiciones en Irapuato #011L4J998,2243126,5310,UN ULTRACONGELADOR VERTICAL SERIE TDE DE 14.9 PIES CUBICOS Y -80°C DOS MICROCENT,AA-011L4J998-E46-2021,,2021-03-22 15:01,2021-03-22 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2468576,UN ULTRACONGELADOR VERTICAL SERIE TDE DE 14.9 PIES CUBICOS Y -80°C DOS MICROCENTRIFUGA SORVALL LEGEND MICRO 21 ,"UN ULTRACONGELADOR VERTICAL SERIE TDE DE 14.9 PIES CUBICOS Y -80°C
DOS MICROCENTRIFUGA SORVALL LEGEND MICRO 21
",2021-03-22,2021-06-20,336010.26,MXN,Expirado,0,0,ALA860227ID6,ACCESORIOS PARA LABORATORIOS SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1961942
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2251301,5310,TERMOCICLADOR T100 CON MODULO DE REACCION DE 96 POZOS BIORAD CAT. 1861096,AA-011L4J995-E531-2021,,2021-06-16 15:00,2021-04-12 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2478954,TERMOCICLADOR T100 CON MODULO DE REACCION DE 96 POZOS BIORAD CAT. 1861096,TERMOCICLADOR T100 CON MODULO DE REACCION DE 96 POZOS BIORAD CAT. 1861096,2021-04-12,2021-05-27,86206.9,MXN,Expirado,0,0,BEC081202GF0,BECAST,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1969191
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2236176,5320,CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,IA-050GYR079-E81-2021,2021-03-24,2021-03-10 16:18,2021-03-18 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2471138,D1P0182 CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,"CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23
",2021-03-25,2021-04-03,893400,MXN,Expirado,0,0,,ALANN OMAR ESTRELLA PENA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1957704
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2236176,5320,CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,IA-050GYR079-E81-2021,2021-03-24,2021-03-10 16:18,2021-03-18 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2471147, D1P0183 CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,"CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23
",2021-03-25,2021-04-03,101400,MXN,Expirado,0,0,,ALANN OMAR ESTRELLA PENA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1957704
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Unidad Mérida #011L4J993,2244522,5310,Mufla tubular,AA-011L4J993-E29-2021,,2021-03-24 16:13,2021-03-26 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2472133,Mufla tubular,"Mufla tubular
Marca: Lindberg/Blue M
Modelo: STF55346C-1
",2021-03-27,2021-05-22,170329,MXN,Expirado,0,0,CTR831122N85,CONTROL TECNICO Y REPRESENTACIONES SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1963179
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Unidad Mérida #011L4J993,2244509,5310,Agitador,AA-011L4J993-E28-2021,,2021-03-24 15:46,2021-03-26 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2472138,Agitador,"Agitador
Marca: IKA
Modelo: MINISTAR 20 control
",2021-03-27,2021-05-25,63990,MXN,Expirado,0,0,EIC180829IN9,EQUIPOS PARA INVESTIGACION Y CIENCIA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1963157
INPSIQ,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,INPSIQ-Subdireccion de Servicios Generales #012M7F002,2244467,3540,Reparación de ultramicrotomo ubicado en el departamento de neuromorfología funci,AA-012M7F002-E30-2021,,2021-03-24 15:31,2021-03-19 11:59,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2470260,Reparación de ultramicrotomo ubicado en el departamento de neuromorfología funcional.,Reparación de ultramicrotomo ubicado en el departamento de neuromorfología funcional.,2021-03-22,2021-04-30,32000,MXN,Expirado,0,0,RME1703215N7,ROGAIN MEDICAL SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1963147
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2236176,5320,CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,IA-050GYR079-E81-2021,2021-03-24,2021-03-10 16:18,2021-03-18 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2471256,D1P0187 CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,"CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23
",2021-03-25,2021-04-03,53568,MXN,Expirado,0,0,,MANUEL MALDONADO SANDOVAL,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1957704
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Unidad Médica de Alta Especialidad, Hospital de GinecoObstetricia del Centro Médico Nacional de Occidente #050GYR079",2236176,5320,CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,IA-050GYR079-E81-2021,2021-03-24,2021-03-10 16:18,2021-03-18 09:00,Internacional bajo TLC,Adquisiciones,INVITACIÓN A CUANDO MENOS 3 PERSONAS,Electrónica,2471260,D1P0188 CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23,"CONTRATACIÓN CONSUMIBLES FOCON 21 Y 23
",2021-03-25,2021-04-03,110000,MXN,Expirado,0,0,,MANUEL MALDONADO SANDOVAL,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1957704
SGM,Servicio Geológico Mexicano,SGM-Subgerencia de Adquisiciones #010LAU001,2245295,2950,"REFACCIÓN PARA ESPECTROFOTÓMETRO DE EMISIÓN ÓPTICA, MODELO ICAP 6500. ",AA-010LAU001-E29-2021,,2021-03-25 16:29,2021-03-02 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2471254,"REFACCIÓN PARA ESPECTROFOTÓMETRO DE EMISIÓN ÓPTICA, MODELO ICAP 6500.","ADQUISICIÓN DE REFACCIÓN PARA EQUIPO ESPECTROFOTÓMETRO DE EMISIÓN ÓPTICA, MODELO ICAP 6500, MARCA THERMO SCIENTIFIC.

1 PZA. ICAP GENERATOR REPLACEMENT UNIT DUO, NO. DE PARTE BRE0009397.",2021-03-02,2021-03-12,115000,MXN,Expirado,0,0,IEF7911291F4,INSTRUMENTOS Y EQUIPOS FALCON SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1963875
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento #050GYR023,2214529,5310,LA-050GYR023-E1-2021  MANTENIMIENTO A VENTILADORES  2021,LA-050GYR023-E1-2021,2021-02-25,2021-02-04 19:28,2021-02-19 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2474079,"LA CONTRATACIÓN DEL  SERVICIO DEL MANTENIMIENTO PREVENTIVO Y TODOS LOS CORRECTIVOS QUE SE REQUIERAN  A VENTILADORES VOLUMÉTRICOS INCLUYENDO TODAS Y CADA UNA DE LAS REFACCIONES DE ALTA ESPECIALES, RÉGIMEN ORDINARIO Y  BIENESTAR",LA-050GYR023-E1-2021 MANTENIMIENTO A VENTILADORES 2021,2021-03-01,2021-12-31,1899100,MXN,Expirado,0,0,DIH020515AZA,DISTRIBUIDORA INTERNACIONAL HOSPITALARIA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1943531
